"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 296",20,27,20,28,20,5,18,15,38,11,21,31,25,18,1,28,22,15,12,84,30,36,11,10,28,11,11,2,13,3,0,5,9,24,0,15,10,27,62,11,2,12,9,18,20,0,0,2,7,0,2,0,0,14,2,5,0,15,18,22,9,0,18,10,0,0,7,10,4,0,16,0,0,1,9,1,1,4,0,14,0,0,6,6,1,0,4,13,0,6,0,0,0,0,0,3,0,2,0,0
"Cell 297",22,28,29,13,22,17,25,19,34,20,14,14,16,17,3,13,14,23,8,67,36,37,12,11,18,11,10,9,9,14,0,11,6,13,0,9,11,27,18,6,20,4,7,10,13,6,0,5,11,0,12,0,0,19,0,11,0,26,25,31,13,0,2,7,0,5,1,0,3,0,6,5,1,0,23,3,0,4,0,5,5,0,2,18,0,1,5,11,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 298",30,45,38,24,32,13,16,19,28,7,18,15,14,10,2,8,14,9,21,66,29,14,9,7,14,1,5,6,17,16,0,18,4,12,0,7,6,11,32,4,9,13,6,10,8,9,2,9,9,0,3,0,0,16,2,2,6,20,13,20,22,0,1,8,0,1,4,0,0,0,6,0,2,0,17,0,0,16,0,1,5,0,16,18,0,0,7,15,0,1,0,0,0,0,0,0,0,0,2,0
"Cell 299",44,41,16,19,24,12,18,23,33,13,24,14,11,12,0,13,13,11,14,88,46,20,13,7,36,5,7,17,17,6,0,14,10,23,0,15,10,15,34,26,18,13,5,13,12,10,0,5,1,0,4,0,1,4,3,3,5,28,13,23,18,0,0,24,0,2,11,0,10,0,5,0,5,0,18,4,0,9,0,3,0,0,6,14,0,0,15,11,0,4,0,0,1,0,0,0,0,1,0,0
"Cell 300",14,28,43,21,12,6,20,4,26,3,36,12,15,3,0,15,14,21,36,81,32,15,3,13,13,6,0,1,14,12,0,18,4,12,4,3,18,17,44,3,6,17,11,10,11,2,8,5,6,3,21,0,0,6,0,0,1,17,15,19,25,0,5,9,0,0,0,4,0,0,15,0,1,0,14,3,0,6,0,15,0,0,12,15,1,2,10,22,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 301",31,38,15,26,21,8,19,14,39,8,10,14,11,3,1,5,23,12,23,79,27,26,4,14,19,4,1,11,16,4,0,5,4,24,1,9,15,36,37,2,22,4,16,6,9,5,1,6,3,0,5,0,3,14,0,7,3,13,6,31,17,0,5,12,0,0,5,0,10,0,7,2,2,0,13,6,0,3,0,3,2,0,4,14,0,0,9,11,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 302",24,32,23,12,29,18,21,17,51,23,15,20,16,10,5,6,7,17,12,45,45,33,5,26,13,17,5,1,10,9,0,12,9,23,0,10,19,9,43,9,8,8,6,17,32,1,4,15,13,0,5,0,0,11,1,7,2,35,25,17,26,0,0,3,0,4,0,0,3,0,10,10,2,0,24,2,0,0,0,11,0,0,0,16,0,0,7,11,0,2,0,0,0,0,0,0,0,3,0,0
"Cell 303",18,19,20,36,30,24,21,10,15,7,35,16,9,8,1,17,13,17,23,91,34,40,3,14,14,18,3,14,9,10,0,7,6,20,2,10,10,23,50,8,11,6,12,15,4,4,1,0,17,0,12,0,0,19,0,0,4,33,8,26,24,0,3,15,0,0,0,1,0,0,4,3,0,0,22,9,0,3,0,8,0,0,4,5,0,0,7,21,0,4,0,0,0,0,0,0,0,2,0,0
"Cell 304",21,51,15,17,39,19,27,9,43,27,20,7,6,15,1,14,16,13,17,94,49,15,18,18,28,20,2,6,30,6,0,11,19,21,0,12,24,22,30,19,20,3,8,29,8,3,0,5,6,0,4,0,4,15,0,2,8,19,14,22,9,0,0,9,0,1,14,3,5,0,6,0,2,0,5,5,0,10,0,0,0,0,2,18,0,0,13,5,1,6,0,0,1,0,2,0,0,1,0,0
"Cell 305",42,31,8,26,18,3,21,13,53,6,31,37,23,8,0,20,9,13,11,92,37,19,9,13,15,8,3,8,19,15,0,15,0,14,0,5,3,30,36,6,15,7,8,7,3,5,1,7,7,0,8,0,0,12,6,6,6,26,18,17,6,0,10,8,0,0,3,1,0,0,0,3,0,0,18,0,0,1,0,2,2,1,14,15,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 306",26,28,23,26,8,7,28,9,30,9,16,9,27,14,0,9,25,13,35,56,24,20,6,16,27,2,2,8,12,6,0,10,12,15,3,4,16,31,18,5,13,16,5,10,14,14,0,1,5,0,2,0,0,8,0,5,0,16,3,33,23,0,5,6,0,0,1,0,3,0,11,8,0,0,25,2,0,0,0,10,0,0,2,8,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 307",22,19,25,34,21,18,21,9,32,4,23,25,17,6,0,18,20,26,17,89,26,38,8,20,40,21,10,10,9,19,0,8,4,12,2,11,4,27,18,6,7,14,12,10,5,5,0,5,8,0,7,0,0,18,0,5,0,18,8,21,15,0,7,15,0,0,0,4,0,0,8,4,6,0,20,5,0,2,0,0,8,0,0,9,0,2,9,21,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 308",12,9,24,30,17,17,18,10,60,10,25,21,35,12,0,13,5,15,34,65,33,52,7,13,14,6,1,6,4,12,0,7,1,11,0,11,3,15,39,1,14,8,12,7,10,2,4,6,22,3,2,0,0,21,1,8,0,17,4,27,23,0,7,14,0,0,1,0,0,0,9,3,6,5,21,6,0,0,0,2,7,0,5,5,1,0,4,7,0,4,0,0,0,0,0,0,0,3,0,0
"Cell 309",30,15,27,31,10,4,15,13,50,7,19,10,33,2,0,6,3,14,16,81,21,19,6,25,14,2,6,24,10,5,0,30,4,21,0,8,5,31,49,5,12,9,10,9,26,7,6,4,10,0,8,0,0,5,8,3,1,11,5,22,20,0,14,6,0,0,9,0,0,0,5,6,0,0,15,3,0,6,0,10,0,0,8,4,3,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 310",23,27,29,21,20,18,30,14,40,7,33,30,19,16,3,33,21,22,20,86,42,51,10,27,23,11,6,13,18,3,0,14,5,12,0,11,10,13,28,14,5,18,21,1,7,10,1,8,18,0,6,0,0,12,1,12,1,28,18,21,8,0,5,7,0,0,0,5,1,0,14,2,4,1,12,0,0,0,0,3,0,0,3,12,0,0,4,10,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 311",27,39,11,10,33,15,18,17,29,15,14,13,13,10,4,19,20,13,12,75,39,22,17,8,16,7,5,15,11,12,0,14,10,32,2,13,19,34,42,9,22,10,3,11,13,2,1,1,12,0,7,0,0,11,4,0,5,24,7,31,16,0,4,2,2,0,2,0,6,0,5,0,0,0,32,9,0,9,0,5,0,0,12,12,4,0,13,14,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 312",18,21,16,27,11,10,10,9,49,4,21,11,20,2,0,26,21,13,26,108,25,24,5,13,31,4,3,9,14,17,0,10,0,10,0,5,10,26,72,9,6,14,9,8,1,5,5,11,18,0,1,0,0,9,0,1,7,8,8,15,27,0,9,4,0,0,0,3,0,0,3,0,1,0,24,6,0,9,0,12,1,0,15,15,0,0,17,13,0,0,1,1,0,0,0,0,0,0,0,0
"Cell 313",27,25,33,26,28,4,11,7,36,17,15,14,11,27,2,12,25,19,8,69,42,19,4,10,12,11,5,11,11,4,0,19,8,5,0,6,13,13,49,9,13,7,12,14,20,7,8,3,2,1,6,0,0,9,0,2,1,30,23,23,14,0,1,7,0,9,3,6,3,1,10,2,3,1,16,2,0,4,0,18,0,0,1,8,0,2,1,11,0,6,0,0,0,0,0,0,0,1,0,0
"Cell 314",12,25,34,24,5,18,25,22,52,4,24,21,26,9,0,15,19,14,39,90,32,26,1,24,24,8,0,4,16,12,0,5,0,24,0,0,19,15,26,9,6,13,23,2,9,3,7,3,5,0,7,0,0,16,5,1,5,33,8,14,19,0,13,11,0,4,2,0,0,0,13,10,0,1,11,1,0,0,0,6,8,0,11,16,0,0,5,17,0,0,3,0,0,0,0,0,0,0,0,0
"Cell 315",25,18,23,32,24,9,26,26,41,7,9,20,36,22,0,10,10,12,8,74,26,35,6,12,28,18,14,6,5,9,0,2,2,24,4,11,2,26,35,9,16,12,9,3,8,4,0,0,9,0,2,0,0,19,0,3,11,27,12,17,10,0,6,4,0,0,0,5,0,0,6,2,0,0,19,3,0,1,0,1,1,0,2,7,0,0,1,6,0,5,2,0,0,0,0,1,0,4,0,0
"Cell 316",31,29,21,30,31,1,27,10,70,14,23,23,21,20,0,14,8,8,18,49,27,11,8,9,16,12,8,1,31,7,0,17,11,22,0,9,4,20,27,6,7,6,9,10,12,8,4,4,24,0,4,0,0,12,5,3,9,13,21,29,9,0,4,7,0,0,9,0,0,1,9,0,4,0,25,2,0,4,3,4,2,0,0,2,0,0,5,7,0,6,2,0,0,0,0,0,0,0,0,0
"Cell 317",19,41,28,9,21,6,13,10,32,5,34,10,10,11,0,18,14,16,13,76,69,22,5,15,34,7,2,4,9,10,0,24,2,13,0,11,21,21,20,9,14,15,11,8,4,8,5,6,10,4,8,0,0,7,0,5,0,13,5,17,21,0,6,11,0,0,0,2,1,0,4,5,0,0,16,2,0,6,0,4,2,0,2,21,3,0,6,19,0,0,0,0,1,0,0,0,0,0,0,0
"Cell 318",20,36,12,31,27,22,22,7,36,4,42,22,20,3,0,19,14,20,19,53,30,23,12,14,25,10,3,11,14,8,0,13,6,14,0,12,9,31,55,9,9,6,7,12,9,6,5,5,9,0,9,0,0,7,1,1,2,29,7,26,20,0,9,18,0,0,5,3,4,0,2,0,4,0,11,2,0,2,0,4,0,0,4,12,0,0,6,21,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 319",23,37,16,19,12,5,25,20,26,14,20,15,10,11,6,18,11,20,23,59,24,26,9,11,20,12,3,9,13,11,0,9,5,16,0,17,17,16,24,2,12,13,10,4,6,5,3,4,9,0,1,0,0,15,6,0,2,25,18,17,14,0,12,10,0,0,4,0,4,0,5,0,0,0,19,1,0,6,0,2,2,0,10,20,0,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 320",17,32,8,25,9,10,12,13,36,4,31,32,17,6,2,12,26,15,29,80,35,13,7,11,26,7,0,13,23,15,0,9,3,11,0,6,23,27,38,7,8,11,17,7,13,5,2,7,8,0,5,0,0,9,0,12,6,24,5,38,22,0,12,6,0,0,8,2,7,0,13,5,0,0,31,6,0,3,0,8,2,0,5,8,2,0,8,10,0,1,0,0,0,0,0,0,0,1,2,0
"Cell 321",28,23,22,21,21,7,18,4,33,14,18,29,24,17,1,15,17,16,20,101,42,28,3,13,26,20,7,3,9,10,0,17,12,14,0,7,1,25,26,10,10,8,16,6,8,5,0,2,10,5,3,0,0,6,0,8,0,24,10,21,7,0,7,18,0,0,5,0,0,0,18,4,0,3,14,5,0,2,0,11,3,0,0,4,0,3,4,11,0,4,1,0,0,0,0,0,0,2,0,0
"Cell 322",18,36,40,28,6,18,29,19,35,13,19,18,24,5,0,19,18,14,25,73,30,31,2,17,14,3,1,3,16,3,0,19,7,9,3,1,7,26,43,4,19,7,10,11,10,3,6,0,12,0,7,0,0,6,1,0,0,10,25,24,26,3,5,3,2,3,2,3,1,0,8,1,8,0,33,3,0,2,0,8,5,0,7,9,0,9,5,24,0,0,1,0,0,0,0,0,0,4,0,0
"Cell 323",34,24,24,36,29,3,27,16,33,15,10,17,17,7,3,3,13,12,10,65,35,16,6,21,16,12,5,11,15,1,0,11,16,16,3,12,6,24,41,17,4,9,11,10,13,9,2,4,15,0,8,0,0,16,4,2,9,9,7,27,20,0,2,6,0,6,9,0,4,0,4,5,6,0,20,8,0,4,0,3,0,0,4,4,0,0,9,15,0,6,0,1,0,0,0,0,0,0,0,0
"Cell 324",13,13,31,31,15,11,21,7,33,17,19,24,18,14,1,4,9,40,18,82,49,45,9,10,16,11,5,1,4,5,0,16,6,11,0,6,6,22,36,4,7,5,19,2,6,5,2,1,4,0,11,1,0,17,0,2,0,25,16,20,26,0,2,7,0,0,0,1,0,0,4,4,0,0,15,0,0,0,0,2,10,0,1,4,2,2,2,7,0,2,1,0,0,0,0,0,0,1,0,0
"Cell 325",17,22,18,32,17,13,26,12,49,16,12,24,17,13,1,5,5,17,23,49,35,32,14,23,43,15,4,3,11,17,0,23,7,17,0,7,11,17,45,6,10,7,13,3,15,4,6,4,7,0,6,0,0,21,4,7,1,19,18,26,13,0,2,12,0,5,1,0,0,0,11,3,6,0,11,0,0,0,0,1,6,0,1,8,0,0,6,9,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 326",20,19,19,25,31,22,28,24,43,15,16,6,26,28,0,26,12,16,11,91,33,31,6,10,18,15,5,8,15,12,0,17,8,25,0,15,9,22,26,4,14,13,29,11,12,15,1,3,11,0,7,0,0,3,0,2,5,15,13,31,7,0,2,5,0,0,0,4,0,0,14,4,2,0,16,0,0,5,0,2,0,0,2,8,0,0,8,6,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 327",26,14,35,40,18,17,10,4,47,6,22,19,24,16,0,13,12,25,14,109,29,41,2,19,14,5,9,15,9,16,0,12,0,26,0,2,7,10,43,1,13,6,9,5,3,2,5,9,8,0,4,0,0,12,0,5,2,19,11,12,11,0,8,7,0,1,1,4,0,0,7,4,0,1,28,0,0,0,0,11,12,0,4,2,0,1,5,16,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 328",25,52,24,17,17,8,36,15,35,15,14,15,17,21,0,8,12,10,14,78,24,15,6,22,18,8,0,17,32,5,0,17,7,18,0,6,17,17,45,15,10,10,4,15,7,9,4,1,12,0,10,0,1,7,1,0,4,10,9,20,31,0,8,2,0,0,1,0,6,0,2,5,1,0,20,9,0,7,0,0,0,0,1,13,0,0,10,21,0,1,0,0,0,0,1,0,0,0,0,0
"Cell 329",19,29,52,29,16,9,37,11,33,12,18,16,18,10,0,12,7,13,34,74,25,32,1,20,27,17,7,4,10,27,0,16,3,8,1,7,10,22,30,4,21,5,13,8,13,8,0,2,11,0,10,0,0,13,1,3,0,10,28,29,14,0,3,13,0,1,0,2,0,0,4,3,2,4,22,0,0,2,0,4,3,0,3,8,0,1,5,14,0,3,6,0,0,0,0,0,0,0,0,0
"Cell 330",22,31,25,34,9,12,11,3,27,4,22,10,17,5,6,12,16,16,26,75,37,10,13,15,21,9,1,3,16,9,0,18,9,2,0,4,11,26,21,6,4,6,15,8,4,5,2,2,12,0,8,0,0,11,0,0,1,18,6,19,25,0,6,11,0,0,9,5,3,0,0,8,7,0,19,5,0,3,0,5,2,0,5,5,0,3,5,14,0,1,0,0,0,0,0,0,0,0,0,1
"Cell 331",30,38,21,11,29,6,25,16,38,15,7,26,13,16,2,23,38,17,8,92,38,26,5,20,17,8,10,6,15,8,0,0,9,21,2,14,13,19,26,7,20,4,10,8,2,9,0,5,14,0,6,0,0,5,0,0,0,22,21,50,5,0,1,7,0,0,3,2,9,0,6,0,0,0,19,3,0,13,0,2,4,0,6,9,0,0,5,10,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 332",14,35,29,28,33,12,24,10,23,21,11,21,7,18,0,12,18,12,18,65,31,30,13,18,15,20,9,3,14,5,0,9,6,18,0,5,4,13,27,12,9,14,13,8,14,12,6,8,14,1,4,0,0,9,1,0,3,27,20,29,19,0,2,12,0,1,3,0,5,0,3,3,0,0,16,2,0,3,0,4,0,0,2,9,0,4,4,12,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 333",29,34,24,18,13,24,19,10,31,9,20,7,20,6,3,9,15,27,18,83,48,24,4,15,21,7,4,11,19,4,0,11,10,10,0,12,6,25,41,14,12,16,6,6,7,8,0,7,4,0,5,0,4,13,1,4,2,27,14,21,12,0,4,7,0,0,9,10,5,0,1,0,2,0,13,0,0,3,0,7,3,0,5,6,0,0,9,3,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 334",15,17,26,25,23,7,30,10,35,7,21,21,29,5,5,10,14,13,9,85,35,19,9,15,31,7,8,10,5,7,0,9,7,11,0,13,11,30,65,7,16,7,5,8,6,1,10,8,1,0,6,1,0,17,0,9,6,20,21,11,14,0,9,6,0,3,6,2,5,0,4,1,1,0,13,1,0,2,0,3,0,0,6,4,0,0,3,6,0,5,0,0,0,0,0,0,0,3,0,0
"Cell 335",18,30,17,15,18,4,15,11,23,9,23,27,17,15,3,19,21,12,23,73,36,15,12,15,35,12,8,6,13,14,0,9,5,7,0,11,12,20,29,7,12,1,6,7,9,13,0,4,5,0,9,0,0,12,1,6,2,10,14,10,22,0,1,11,0,3,0,3,11,0,10,2,0,0,16,0,0,5,0,2,0,0,5,14,0,0,4,11,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 336",17,17,27,29,20,8,16,19,38,15,17,27,23,12,2,11,19,20,20,45,34,24,10,10,16,12,5,6,15,14,0,13,7,12,0,11,9,14,22,13,18,6,15,15,13,4,0,2,10,0,17,0,0,3,1,2,3,15,10,11,31,0,2,8,0,2,2,0,3,0,2,1,8,0,27,4,0,3,0,5,0,0,0,9,0,1,4,20,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 337",24,26,28,25,19,14,40,15,13,7,29,22,10,13,4,6,17,9,21,84,26,22,11,10,9,8,7,8,13,3,0,11,5,14,0,8,11,23,30,12,19,11,13,8,10,8,0,6,15,0,7,0,2,15,1,3,2,20,11,23,7,0,3,5,0,1,2,0,2,0,6,0,0,0,8,8,0,3,0,0,4,0,5,14,0,0,3,12,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 338",18,46,13,31,9,17,26,19,31,12,14,16,11,7,4,25,40,14,30,86,31,28,13,22,16,21,0,5,18,14,0,11,8,26,0,5,7,26,30,7,16,6,16,9,3,7,0,2,8,0,4,0,0,17,0,0,6,32,20,23,27,0,9,7,0,1,0,6,9,0,5,2,0,0,19,9,0,0,0,0,5,2,9,13,0,0,9,22,0,2,0,0,0,1,0,0,0,0,0,0
"Cell 339",17,35,22,11,24,16,26,21,25,4,22,9,9,6,1,3,10,6,15,82,33,12,17,7,20,6,0,14,16,18,0,28,8,18,0,7,22,11,37,18,9,9,9,14,13,5,2,8,11,0,1,0,0,5,4,0,4,9,4,32,15,0,2,2,0,0,11,0,6,0,3,0,8,0,12,10,0,5,0,0,0,0,0,16,0,0,9,20,1,4,0,0,1,0,0,0,0,5,0,0
"Cell 340",24,35,20,25,16,3,16,13,37,6,24,19,14,7,1,12,14,13,14,48,35,11,18,14,16,21,6,10,9,8,0,23,8,9,0,11,11,26,33,6,11,7,13,11,12,8,5,6,14,0,5,0,0,7,4,0,3,15,10,11,13,0,9,7,0,0,3,0,6,0,10,2,1,0,28,5,0,6,0,0,1,0,5,10,0,0,10,18,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 341",20,25,30,30,15,9,25,15,29,7,19,29,21,8,0,21,10,21,16,72,23,30,9,22,28,4,9,9,8,22,0,12,0,20,0,5,15,21,25,5,16,2,7,6,17,9,5,2,10,0,10,0,0,11,5,7,3,18,14,15,15,0,1,10,0,6,0,0,0,0,4,10,4,0,36,0,0,1,0,6,4,1,15,9,0,3,4,18,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 342",15,27,21,23,29,12,30,24,20,9,15,16,11,17,2,17,27,20,8,69,31,24,7,13,24,8,18,4,9,13,0,16,15,21,0,12,9,16,23,1,35,3,4,11,20,5,0,8,6,0,2,0,0,11,0,0,3,16,20,35,6,0,4,6,0,0,5,3,5,0,6,0,0,0,14,0,1,4,0,3,8,0,5,17,1,0,6,15,0,9,0,0,0,0,0,0,0,1,0,0
"Cell 343",26,22,15,28,26,7,14,13,19,25,8,21,22,19,5,25,21,30,14,86,16,49,16,14,25,9,15,6,9,19,0,16,17,9,6,10,18,15,26,7,17,5,9,16,21,2,0,2,2,0,6,0,0,26,0,0,0,18,26,33,8,0,2,11,1,6,2,9,2,0,4,0,2,1,25,0,0,6,0,3,3,1,5,6,0,1,2,10,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 344",25,26,12,24,22,15,15,6,19,7,20,12,10,10,3,15,15,20,9,84,38,31,9,12,10,2,7,12,10,7,0,15,11,12,0,17,12,33,41,9,29,6,16,16,3,10,0,7,11,0,10,0,0,3,4,0,1,16,11,38,17,0,2,10,0,2,5,4,1,0,12,1,2,0,12,6,0,8,0,7,4,0,2,9,0,0,8,6,0,5,0,0,3,0,0,0,0,0,0,0
"Cell 345",19,27,24,31,12,8,27,17,47,10,25,18,15,6,0,8,20,11,29,100,37,22,5,19,16,15,0,14,9,10,0,12,5,16,1,5,9,20,24,5,10,9,16,3,9,4,2,4,16,0,4,0,0,10,0,6,4,22,6,21,26,0,4,4,0,0,2,0,2,0,2,2,7,0,9,1,0,2,0,8,0,0,13,13,0,0,6,15,0,2,0,0,0,0,0,0,0,1,0,0
"Cell 346",27,12,33,25,12,14,19,5,32,4,22,18,18,3,0,10,6,26,28,75,14,18,1,15,16,7,8,5,9,9,0,7,2,10,4,2,12,23,31,11,12,5,20,7,12,4,5,0,10,0,3,0,0,10,0,8,3,28,7,16,13,0,12,9,3,4,8,0,0,0,8,3,1,0,16,2,0,1,0,13,5,0,6,3,1,4,7,8,0,0,6,0,0,0,0,0,0,0,0,0
"Cell 347",36,36,24,24,25,7,21,17,34,13,26,9,8,4,12,25,22,23,11,82,36,25,10,10,24,12,5,16,17,4,0,15,23,13,0,20,12,14,34,7,19,4,6,12,17,3,0,11,14,0,5,0,4,18,0,4,0,15,16,38,9,0,8,3,0,0,2,4,12,0,5,0,0,0,15,13,0,6,0,2,0,0,0,12,0,0,19,8,0,7,0,0,0,0,1,0,0,0,0,0
"Cell 348",33,43,20,16,14,4,17,7,48,7,31,16,13,10,2,25,31,14,24,84,35,15,5,10,21,19,0,4,34,20,0,8,10,13,0,7,4,14,36,12,12,11,11,15,15,17,0,4,7,0,11,0,0,7,0,0,4,10,4,23,25,0,6,9,0,0,5,3,13,1,5,2,0,0,21,10,0,7,0,4,1,0,0,8,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 349",20,35,8,13,21,25,17,18,37,15,36,24,15,17,5,17,21,26,23,86,30,18,8,13,21,5,5,10,16,16,0,9,14,32,3,11,18,18,25,3,12,4,10,8,7,7,1,5,11,0,8,0,0,9,0,0,8,23,24,27,15,0,9,12,0,0,2,3,5,0,8,2,1,0,26,4,0,7,0,2,1,0,2,10,0,0,4,11,0,7,0,0,0,0,0,2,0,1,0,0
"Cell 350",20,28,41,19,22,16,26,21,38,16,37,24,13,14,0,19,13,21,14,71,32,19,5,19,25,6,6,5,13,14,0,11,4,16,0,2,12,21,67,3,16,15,18,13,18,5,6,6,6,0,6,0,0,7,3,5,2,16,21,19,21,0,8,5,0,0,1,0,0,0,5,2,3,0,14,0,0,3,0,0,3,0,13,12,0,1,15,20,0,2,1,0,0,0,0,0,0,4,0,0
"Cell 351",26,29,21,44,17,5,35,16,48,8,22,18,12,5,2,19,10,18,21,75,18,25,6,13,33,15,1,10,20,22,0,8,3,20,1,13,13,29,32,5,10,3,6,8,15,9,7,6,4,0,9,0,0,8,1,0,3,20,13,21,15,0,13,4,0,0,3,4,2,0,6,3,0,0,18,3,0,7,0,11,5,0,5,9,0,0,10,13,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 352",34,35,35,24,27,7,18,20,47,12,17,6,10,8,0,5,5,13,16,75,49,12,8,10,26,14,1,15,16,7,0,21,1,22,0,8,10,13,35,10,4,7,7,16,7,7,7,7,5,0,3,0,0,4,3,0,7,10,8,19,23,0,1,11,0,1,12,0,2,1,9,1,0,0,14,2,0,7,0,8,2,0,13,13,0,0,15,25,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 353",24,31,26,20,19,15,30,12,49,7,16,32,24,7,0,19,18,5,24,74,41,21,6,21,23,3,3,2,24,14,0,15,3,19,3,4,4,17,30,15,14,8,20,10,9,3,3,2,5,0,12,0,0,11,0,3,2,42,13,34,15,0,3,15,0,3,1,0,5,0,4,4,0,0,10,4,0,0,0,3,0,0,4,6,0,0,9,9,0,0,0,0,0,0,0,0,0,7,0,0
"Cell 354",16,30,13,34,14,9,25,17,61,7,31,9,32,9,0,20,13,17,18,111,54,36,6,13,21,18,10,5,11,8,0,14,7,13,7,9,11,20,36,16,18,7,9,15,9,4,0,4,9,0,8,0,2,8,0,1,2,20,26,27,10,0,3,8,0,3,7,2,3,0,2,0,2,0,7,1,0,8,0,4,1,0,11,8,0,4,6,7,0,4,0,0,2,0,0,0,0,0,0,0
"Cell 355",21,18,25,24,23,15,8,28,44,5,20,33,28,13,0,13,16,23,19,62,29,34,6,4,9,1,7,9,21,3,0,13,4,19,0,6,4,17,61,8,21,6,10,8,10,8,3,6,8,0,10,0,0,11,1,2,1,11,10,27,21,0,10,9,0,0,0,0,0,1,1,0,0,0,26,5,0,8,0,1,4,0,12,6,1,2,6,20,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 356",19,9,25,23,26,22,9,12,36,11,18,24,27,15,0,12,9,12,13,73,34,27,8,17,16,14,12,6,5,12,0,16,4,15,0,7,4,20,34,4,21,2,19,8,10,0,2,2,9,0,8,0,0,17,3,6,3,28,19,22,8,0,11,15,0,3,1,4,0,0,4,7,6,1,23,0,0,5,0,4,4,0,8,3,0,0,0,11,0,2,0,0,0,0,0,0,0,3,0,0
"Cell 357",19,32,41,23,7,9,22,23,27,7,24,22,14,13,5,15,14,12,23,70,30,16,9,9,32,9,7,5,11,21,0,15,2,25,0,9,4,14,32,6,18,4,12,4,23,4,2,8,20,0,8,0,0,13,1,5,1,15,27,20,15,0,11,4,0,2,0,3,0,0,9,0,3,2,15,3,0,1,0,0,3,2,7,14,0,4,6,10,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 358",28,26,15,21,16,7,27,13,42,6,33,13,14,6,0,24,21,11,23,101,22,21,4,20,16,9,2,7,11,11,0,10,6,8,0,5,12,25,32,12,12,4,7,8,2,6,1,8,7,0,21,0,0,7,0,3,4,17,10,46,17,0,12,6,0,0,0,8,0,0,2,7,3,0,24,2,0,1,0,11,2,0,5,12,5,0,12,10,0,2,0,0,0,0,0,0,0,1,0,0
"Cell 359",26,33,20,21,12,10,24,12,34,2,36,17,24,8,0,20,16,13,20,99,19,21,10,12,23,8,4,7,9,8,0,16,8,9,0,4,7,27,36,11,10,26,14,15,9,11,0,4,10,0,11,0,0,8,0,2,1,17,11,31,13,0,10,13,0,0,3,2,1,0,3,2,0,0,30,1,0,8,0,4,7,0,8,8,0,3,10,15,0,0,0,0,0,0,0,0,0,0,0,1
